GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Provo-Orem, UT",39340,.12255587,.16975288,.14193007,.06955335,.06876972,.03730729,.0193081,.05542742,.0713957,.0509378,.05331723,.08992657
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Raleigh, NC",39580,.15027921,.14023563,.11603044,.12775451,.1275501,.10338139,.09989818,.09213352,.0709716,.09118802,.09900254,.11683219
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Richmond, VA",40060,.24997923,.18341152,.1497246,.12829277,.13915594,.16119465,.11786474,.09455123,.12581988,.11444893,.11758558,.14496753
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Riverside-San Bernardino-Ontario, CA",40140,.06179974,.06005028,.0610397,.05541499,.04896539,.04231369,.03242372,.03158787,.03351312,.03476564,.04152341,.04995163
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Rochester, NY",40380,.12719698,.11383916,.11591579,.13593885,.13440153,.1496802,.18103506,.16692446,.11414425,.10609976,.09063075,.11262583
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.13225457,.1179627,.10649353,.09829599,.07507022,.06186933,.04910363,.05376718,.06641339,.07878155,.09219065,.10651445
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"St. Louis, MO-IL",41180,.14646536,.11449193,.15019976,.16321936,.10515212,.10981087,.12018411,.10796805,.09984699,.08965757,.13821165,.18826689
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Salt Lake City, UT",41620,.13314448,.11915461,.10351052,.08931066,.08834641,.09487031,.08375214,.06338819,.07952175,.0888873,.08060315,.09196658
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"San Antonio-New Braunfels, TX",41700,.11068992,.09112724,.08395523,.07979953,.08980592,.09194811,.0903046,.08282697,.0817957,.08910056,.09897893,.11111993
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"San Diego-Carlsbad, CA",41740,.10702277,.10504462,.10016552,.09755216,.10042458,.0904296,.08746977,.09618401,.09685636,.09199396,.09701049,.09730797
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"San Francisco-Oakland-Hayward, CA",41860,.09225407,.08744664,.08184619,.07869475,.07711454,.07398333,.06449916,.06465338,.07579011,.08003118,.08736198,.10067942
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.09002823,.09167689,.09617405,.09637128,.08473658,.07376853,.07805553,.08366989,.08838069,.10146347,.11456392,.11253652
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.32889926,.10318843,.1311754,.15036893,.09062314,.06890604,.16447306,.20726822,.18836311,.21423176,.22396387,.21743433
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Seattle-Tacoma-Bellevue, WA",42660,.1756698,.17261647,.14128593,.12470646,.12993124,.12396659,.12247384,.10907841,.0978981,.11488602,.12692359,.13548872
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Spokane-Spokane Valley, WA",44060,.19175051,.1602392,.17585409,.13745664,.09033729,.07819901,.06980453,.10756689,.11095211,.06654309,.04454383,.08158506
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Springfield, MA",44140,.19086221,.16850983,.15475242,.15388022,.16526783,.11907913,.1023979,.12964974,.13074142,.13021357,.0947025,.0684481
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Stockton-Lodi, CA",44700,.07371572,.08830413,.08375172,.06490931,.05951846,.05153824,.04843211,.05316502,.0542266,.06077163,.05799875,.06223302
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Syracuse, NY",45060,.15810105,.19424509,.26075333,.20966986,.17555428,.19299382,.14470871,.14861774,.17339437,.24459295,.31129736,.19754574
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.12382837,.10170964,.11130504,.12957388,.11232209,.0991725,.09086877,.09798658,.10102736,.1006979,.11220584,.11994362
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Toledo, OH",45780,.15140487,.12590124,.17988081,.18338993,.11750349,.10158014,.11933123,.08530416,.02615698,.06010484,.10846588,.14753495
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Tucson, AZ",46060,.16110896,.15580764,.1635018,.13735704,.1129137,.08742514,.08438317,.05920266,.06202895,.10147902,.12406745,.1260768
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Tulsa, OK",46140,.1332168,.12163873,.16677545,.13839291,.1141815,.11831321,.10924768,.13152649,.10883639,.06483152,.08865167,.10944866
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Urban Honolulu, HI",46520,.15770745,.1459471,.13693957,.1404115,.10610089,.11502083,.10715768,.09456138,.08912916,.09815101,.11977765,.11641362
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.14498046,.15941246,.12342878,.08251157,.08683956,.14453167,.14862847,.15784702,.16186343,.11422784,.12858656,.16242523
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.14276835,.12462733,.11779788,.12005264,.11089233,.11021437,.11258253,.09754978,.10234893,.11372643,.10822818,.11370794
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Wichita, KS",48620,.11816884,.10049146,.08625984,.0571463,.05253434,.07969058,.08094563,.08905014,.09878356,.10865626,.11130343,.10053423
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Winston-Salem, NC",49180,.23988034,.10266323,.15171368,.15896799,.11340107,.0813618,.07657675,.06220557,.04192418,.05340607,.05610134,.05762284
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Worcester, MA-CT",49340,.10443391,.103238,.10095815,.115918,.10868964,.0900666,.10079134,.10061058,.09801202,.12850428,.13597599,.14022627
"Parent_Years_US","prtUSLT5yrs","At least one parent in US less than 5 years",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.05002624,-97,-97,-97,-97,-97,-97,-97,-97
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Akron, OH",10420,.14699346,.18873812,.2862654,.18911977,.08096721,.08629897,.15438753,.23679677,.24762349,.24173145,.25708264,.20261256
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Albany-Schenectady-Troy, NY",10580,.2163154,.20205867,.16873479,.15347594,.18059361,.19568199,.16654696,.19373409,.17558028,.14706536,.1644855,.16577142
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Albuquerque, NM",10740,.16692436,.22755393,.25405139,.21533984,.24353456,.25565806,.19281548,.14511152,.1312473,.12869734,.12635759,.09974518
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.19089751,.17577761,.2020711,.24203217,.20213918,.15999879,.1649265,.16770019,.14929669,.12708753,.12840001,.16447297
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.29421955,.32730851,.30735418,.26581818,.24232869,.20922981,.17894009,.16698584,.17181748,.16211464,.1333248,.12010101
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Augusta-Richmond County, GA-SC",12260,.15379898,.14826885,.1491833,.20156965,.23984092,.19699308,.17930479,.27708659,.22011451,.15925401,.27477619,.23912528
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Austin-Round Rock, TX",12420,.26694015,.27013585,.28937387,.29033846,.249809,.19522017,.18879141,.20435263,.20138824,.1855953,.15529394,.13178809
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Bakersfield, CA",12540,.13944952,.15741909,.203108,.20193522,.14077127,.11875345,.12723941,.13065146,.12379734,.10366613,.09400013,.07188763
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Baltimore-Columbia-Towson, MD",12580,.24761502,.24771222,.23133513,.24604027,.23688972,.22547171,.20586887,.19312923,.16893102,.14994764,.17279008,.16252045
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Baton Rouge, LA",12940,.19374186,.19382818,.18578669,.26793352,.27506301,.2478468,.19983497,.14482473,.21149476,.2358299,.24929745,.23090182
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Birmingham-Hoover, AL",13820,.34874076,.36075452,.33738145,.32771027,.2721166,.31407684,.36365253,.2947244,.22132739,.14684042,.11315135,.07812624
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Boise City, ID",14260,.26760128,.16542377,.18681045,.21766108,.22104187,.24820912,.18631439,.090044,.11166913,.16697082,.21028307,.21193798
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Boston-Cambridge-Newton, MA-NH",14460,.20992079,.22190014,.22104947,.21520196,.20498259,.17867275,.15614256,.16438377,.17985901,.16408725,.15591438,.16273905
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Bridgeport-Stamford-Norwalk, CT",14860,.21423967,.24954313,.24554923,.21933785,.17255381,.15902835,.16172148,.1573493,.1620816,.14238726,.1462269,.16671155
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.19824807,.26084104,.26787373,.21891999,.23562406,.2311618,.21225154,.16854078,.2065337,.27371338,.25215986,.25755662
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Cape Coral-Fort Myers, FL",15980,.23938672,.29631957,.29197732,.32020617,.34257713,.24641173,.14147608,.14598122,.17315005,.1477681,.13271622,.1252047
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Charleston-North Charleston, SC",16700,.2672894,.27463198,.2472568,.31221354,.31882486,.23717637,.19305767,.17150782,.13803396,.14087772,.12447235,.13985716
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.3331804,.31121483,.28462067,.28262782,.23633547,.20578457,.18359536,.14898865,.17048471,.1594938,.12127618,.1162746
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Chattanooga, TN-GA",16860,.17620404,.1877519,.2705507,.29715613,.22919159,.21236251,.30818468,.39866069,.28633744,.19253601,.13892914,.16089724
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.22272225,.23004255,.22224434,.20232934,.18184887,.16788183,.15453589,.14610793,.12333165,.11277414,.10714866,.08864551
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Cincinnati, OH-KY-IN",17140,.27482933,.3293196,.34901866,.30116323,.21362789,.21539313,.1762255,.21004875,.23012409,.15188971,.14035356,.19385538
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Cleveland-Elyria, OH",17460,.25247824,.26302814,.23470567,.18416592,.1696192,.19512038,.19479884,.17181028,.13072249,.13178051,.14861543,.12293319
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Colorado Springs, CO",17820,.14388782,.20024708,.2781508,.25993615,.17990844,.17017533,.16569035,.17282429,.17119588,.14138949,.11442926,.07480368
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Columbia, SC",17900,.24165498,.21884245,.20788957,.29139417,.31207839,.24698791,.19538882,.19637106,.17025729,.1576914,.19770207,.16318312
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Columbus, OH",18140,.39623925,.34325957,.2793093,.26572412,.26673514,.27331984,.27405685,.21037006,.22190246,.25530139,.19744278,.18911499
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Dallas-Fort Worth-Arlington, TX",19100,.26026255,.26955652,.25786436,.23306075,.20915705,.1864738,.17798388,.15901189,.14490488,.14874515,.13836941,.12717035
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Dayton, OH",19380,.17156141,.22807018,.25447533,.16885406,.15823281,.17059852,.16701417,.19397201,.20477048,.20036793,.19468072,.17516962
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.13136265,.16394296,.19431944,.15282059,.12952058,.19680038,.17928332,.12512094,.08874783,.07278317,.10526165,.11105181
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Denver-Aurora-Lakewood, CO",19740,.26703334,.26861203,.27955917,.26977879,.22950737,.17761524,.15058012,.16650209,.16103387,.12937851,.13480391,.13530985
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Des Moines-West Des Moines, IA",19780,.26361549,.27958417,.26081249,.26813084,.26424965,.25302893,.19496502,.18841596,.17837037,.16729018,.16889679,.20345014
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Detroit-Warren-Dearborn, MI",19820,.26007912,.26779369,.24833356,.23101218,.20313463,.17261048,.16355704,.1406028,.133434,.13499226,.12675108,.15393128
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"El Paso, TX",21340,.18748741,.20235595,.19741791,.2053712,.17007764,.13618581,.15241468,.18705647,.15561499,.13173792,.13921848,.13173057
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Fresno, CA",23420,.1440957,.14528055,.18364735,.18886356,.16619632,.14432012,.15545616,.15494402,.11151659,.09662998,.09543191,.08375797
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Grand Rapids-Wyoming, MI",24340,.28758183,.32720584,.23040396,.18101832,.19632588,.13087457,.07632808,.09990828,.14875422,.13541067,.12123724,.16044919
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Greensboro-High Point, NC",24660,.32982299,.30249023,.26618332,.25542805,.27231327,.22924389,.27001047,.25918943,.17251123,.15228252,.13116749,.11146044
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Greenville-Anderson-Mauldin, SC",24860,.28376973,.25228229,.30682668,.28606576,.2088553,.19654435,.22420327,.22683752,.16474698,.18032102,.14103089,.10470067
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Harrisburg-Carlisle, PA",25420,.23282392,.24724518,.25203297,.25856957,.19667085,.16659273,.20340562,.21535924,.22068018,.18899083,.09059335,.11099438
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Hartford-West Hartford-East Hartford, CT",25540,.22388457,.23593366,.21020311,.18538441,.1857859,.19149797,.17091006,.13901229,.13987483,.13952088,.14797495,.15768336
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Houston-The Woodlands-Sugar Land, TX",26420,.23895441,.23463155,.23000927,.22683105,.20057918,.1796332,.16919282,.16071585,.1667601,.16347562,.15341312,.14484255
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Indianapolis-Carmel-Anderson, IN",26900,.28672144,.31719902,.32991996,.29580724,.24240516,.24714322,.26517496,.28005797,.25895986,.20545797,.15931422,.12962867
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Jackson, MS",27140,.29978091,-97,-97,.29892457,.41015288,-97,-97,.41239941,.30055898,.08197416,.065625,.08784936
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Jacksonville, FL",27260,.24328005,.25682479,.23150888,.19033036,.14179233,.11669952,.14087729,.18790632,.20055604,.1815794,.17576919,.17755567
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Kansas City, MO-KS",28140,.29590231,.31882411,.33677205,.32365659,.25813746,.21415216,.17140612,.14544748,.16631481,.16208923,.13783132,.13497606
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Knoxville, TN",28940,.31420571,.42350492,.33893207,.25234589,.31265655,.3119663,.2131982,.1628399,.2772505,.29483157,.2185237,.22931133
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Lakeland-Winter Haven, FL",29460,.27150309,.27119091,.26634783,.27108786,.25107297,.23307282,.21237242,.19851257,.19242154,.18841015,.16652577,.15564178
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Las Vegas-Henderson-Paradise, NV",29820,.19690689,.22236274,.23684184,.23276591,.21080244,.18644908,.18102115,.17945284,.16206349,.12246247,.10240406,.10143116
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Little Rock-North Little Rock-Conway, AR",30780,.17173976,.15292628,.242127,.23036815,.26818717,.22105806,.09424405,.1455138,.19397436,.24740243,.21682553,.16939445
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.15045664,.15210754,.1518338,.15339278,.14181449,.13402595,.13042538,.12228046,.11553693,.10602001,.09326775,.08259622
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Louisville/Jefferson County, KY-IN",31140,.39083084,.33691841,.32381824,.27713642,.27343515,.32897931,.35211807,.29292136,.20074491,.18015546,.21392566,.22678852
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Madison, WI",31540,.30258748,.25478882,.22126712,.20039156,.22646227,.21032533,.1144484,.1758661,.19929433,.1047327,.1376151,.2000149
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"McAllen-Edinburg-Mission, TX",32580,.19676003,.18637218,.18743384,.20567456,.18939711,.15711011,.13733377,.16734247,.18008046,.14728534,.13949451,.11896337
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Memphis, TN-MS-AR",32820,.33062738,.28749153,.28660581,.3348926,.29774529,.26509705,.22665505,.20758194,.26298136,.21972346,.14992678,.15951833
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.22362922,.22727492,.22445379,.22538988,.21507101,.19193907,.17817135,.1711394,.16501892,.16041757,.15083764,.14366752
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Milwaukee-Waukesha-West Allis, WI",33340,.29101515,.30723086,.26750216,.24455996,.22626379,.22156996,.22015899,.17487918,.14198416,.12483074,.10439327,.10734726
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.24818423,.2482529,.27344882,.25592723,.22623411,.17880423,.19772629,.20916651,.16472612,.14429212,.13293384,.13105433
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.33424726,.32574984,.30376279,.30037487,.3053968,.26010191,.20010163,.20906511,.21986726,.20165394,.17101522,.17969544
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"New Haven-Milford, CT",35300,.19509199,.22935779,.27749926,.27000263,.2076605,.14425571,.12292882,.15614989,.17508027,.13868815,.1371575,.14602108
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"New Orleans-Metairie, LA",35380,.11342004,.18927872,.19322422,.21857184,.24105541,.17053886,.18565255,.29445967,.27923337,.19787647,.17132141,.16658211
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.1959179,.20513268,.20203854,.19239593,.17977217,.16950345,.16146007,.15860234,.16134731,.15679184,.14791717,.14516291
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"North Port-Sarasota-Bradenton, FL",35840,.29492468,.26136672,.25030929,.23031038,.22511467,.21446262,.17277347,.18077959,.18006101,.13545655,.11511577,.10549462
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Ogden-Clearfield, UT",36260,.23618698,.22143035,.1933381,.22537588,.18265238,.15410899,.19962054,.16128549,.07057917,.0634158,.06571599,.07073169
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Oklahoma City, OK",36420,.20760947,.2359118,.2312153,.26344189,.24616906,.25901714,.22225863,.17567824,.24259503,.23415716,.18195753,.12798531
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Omaha-Council Bluffs, NE-IA",36540,.24394265,.25233135,.30023497,.3195295,.26537347,.17810881,.23371194,.22120366,.12235385,.16737224,.15083435,.11025122
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Orlando-Kissimmee-Sanford, FL",36740,.23970714,.22728765,.21517627,.20342162,.19652373,.17719118,.15961787,.1487534,.1598523,.15722689,.13725175,.11662024
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.15864405,.16535918,.15324409,.15846333,.16838877,.19354251,.17983171,.14637659,.12779713,.11089222,.11962821,.100936
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Palm Bay-Melbourne-Titusville, FL",37340,.19623534,.15066381,.17662115,.22425351,.19536306,.1200669,.09503193,.12401529,.11581825,.10295446,.14860108,.15600188
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.22986101,.22806065,.22396019,.23031381,.21289711,.18157546,.17633101,.18562964,.1762144,.16242957,.17265758,.16379134
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.25363922,.26724094,.26210326,.23219316,.18375663,.14290954,.14024948,.13530736,.11458735,.10617442,.10147612,.09182456
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Pittsburgh, PA",38300,.22836711,.21616997,.21538465,.23716393,.24127521,.2519823,.21634334,.16851312,.22370002,.19320713,.14292867,.13682552
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.26884243,.27434468,.25153062,.23920842,.21121037,.16424152,.17472169,.17258134,.14503036,.14168343,.11383198,.08771218
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Providence-Warwick, RI-MA",39300,.1541931,.17868492,.19176903,.18443009,.15070005,.13544117,.15507492,.15292636,.13005158,.13433777,.14031167,.13050564
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Provo-Orem, UT",39340,.3387143,.34687537,.32172737,.23247921,.20069711,.22456108,.19996561,.16116494,.14611417,.15623805,.09180012,.05443065
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Raleigh, NC",39580,.34756091,.35322601,.31188035,.27340147,.23937204,.21509987,.21392478,.20908454,.18586829,.18321632,.2025037,.1662544
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Richmond, VA",40060,.25585309,.25554249,.26371625,.24185692,.22576852,.24929981,.27009267,.2259437,.16700599,.17021154,.13889991,.14405322
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Riverside-San Bernardino-Ontario, CA",40140,.13730136,.15671819,.16382796,.15370888,.13067828,.11677624,.11515974,.10025845,.09647311,.09804023,.07892205,.06326237
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Rochester, NY",40380,.21032248,.19032633,.14667171,.16826078,.18028052,.1875561,.19506368,.18562226,.16825294,.14951159,.18119784,.21134047
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.1981549,.19606972,.21558189,.23040304,.19530304,.15918146,.1723827,.16762334,.14938143,.14131494,.12287317,.10872102
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"St. Louis, MO-IL",41180,.27294177,.25679642,.26041654,.2978209,.27073494,.19878326,.20595899,.20662764,.16480088,.19897708,.19728982,.12518792
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Salt Lake City, UT",41620,.26353732,.26978937,.29314104,.24029045,.19956093,.17847441,.13468347,.14280541,.17595294,.14383005,.11174548,.11783171
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"San Antonio-New Braunfels, TX",41700,.23558673,.22271076,.19899978,.19672509,.20775913,.19517042,.18134335,.17184043,.12425428,.11820833,.14405701,.13444304
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"San Diego-Carlsbad, CA",41740,.16105396,.19073968,.18438442,.17219689,.1701386,.15682794,.13823256,.13997151,.14932227,.13130216,.11995789,.12044866
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"San Francisco-Oakland-Hayward, CA",41860,.20960534,.2117365,.2054375,.19368523,.17576538,.16362827,.16057102,.1600125,.14524372,.13777718,.1344395,.12935148
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.2093289,.21142113,.21051243,.20539811,.18200067,.15464203,.13998017,.13614039,.14430647,.15139502,.15196729,.14057651
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.0982561,.16355795,.20938738,.23007457,.26969334,.20247217,.1476216,.16839102,.14171667,.10568053,.09008026,.16744401
"Parent_Years_US","prtUS5to9yrs","At least one parent in US 5-9 years, none less than 5",0,"Seattle-Tacoma-Bellevue, WA",42660,.23411426,.23636748,.23760501,.22017638,.20611517,.19153319,.17574282,.17725436,.18010002,.15911198,.16232917,.16022147
