GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Augusta-Richmond County, GA-SC",12260,.34496281,.38213053,.46067056,.40857083,.34658343,.51299179,.54320073,.47462872,.53376347,.54065281
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Austin-Round Rock, TX",12420,.54429299,.51832581,.53176546,.60704118,.64050102,.60627747,.58017844,.5444932,.55751824,.56201655
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Bakersfield, CA",12540,.74638742,.72163337,.66296732,.66867268,.70013255,.72996402,.72168767,.69535011,.71079987,.72857237
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Baltimore-Columbia-Towson, MD",12580,.24771427,.24184567,.24756305,.30037636,.3117806,.30766889,.33390686,.35619837,.35545135,.32842231
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Baton Rouge, LA",12940,.5786832,.40388247,.31843698,.39970765,.37553412,.42231631,.46309355,.38062716,.37803519,.42083156
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Birmingham-Hoover, AL",13820,.46601051,.45750493,.48355788,.53689063,.61460847,.57294214,.54599589,.64855397,.67812848,.65509522
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Boise City, ID",14260,.64528942,.58535719,.56578737,.61263472,.64041197,.63441223,.57426715,.55458981,.59008276,.58313864
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Boston-Cambridge-Newton, MA-NH",14460,.36087903,.34863985,.33725876,.3259066,.34283465,.36234367,.36332354,.35817617,.37042907,.37446696
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Bridgeport-Stamford-Norwalk, CT",14860,.25063947,.24857371,.28441763,.31701708,.3169018,.35030368,.36298555,.35313407,.34426033,.32859117
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.38977432,.45779043,.48003715,.44274911,.54638666,.58946586,.50696093,.51442754,.57372618,.54955584
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Cape Coral-Fort Myers, FL",15980,.60618782,.51276761,.52176368,.5650242,.64160115,.70747191,.74680328,.65374279,.6367442,.64343137
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Charleston-North Charleston, SC",16700,.48831505,.44697508,.46095219,.58254558,.612701,.58719623,.56182688,.54630637,.53410435,.50784993
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.57786697,.55313683,.52477545,.52114528,.57381976,.65173405,.63671446,.59104139,.56305712,.54717833
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Chattanooga, TN-GA",16860,.43184552,.42045838,.44344035,.54142165,.51763529,.45566648,.59394562,.69918609,.57681274,.59851778
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.46429616,.4631156,.45817924,.48453248,.50768107,.52718872,.5369513,.52044547,.51142651,.49944511
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Cincinnati, OH-KY-IN",17140,.36876005,.39749405,.345566,.34661719,.36993235,.41189864,.39078256,.4067139,.43578506,.41250873
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Cleveland-Elyria, OH",17460,.39301166,.37059322,.33798826,.35745278,.41597861,.45549119,.48069048,.43138474,.39245945,.41906166
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Colorado Springs, CO",17820,.46912295,.49094746,.49094379,.45304856,.49774566,.55605495,.52830416,.52960724,.49696955,.50562954
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Columbia, SC",17900,.3876026,.46874675,.45265132,.44288927,.52276653,.51034915,.468835,.55604452,.60145587,.54018378
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Columbus, OH",18140,.49729913,.51494473,.4865678,.46531144,.51180917,.47777128,.52245051,.54716921,.52473152,.53672838
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Dallas-Fort Worth-Arlington, TX",19100,.62836736,.62134141,.62237662,.62259245,.62254727,.64022273,.64142793,.62013263,.61283797,.60408926
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Dayton, OH",19380,.25656989,.30266365,.3204039,.27039093,.40172434,.46988946,.43682903,.41972551,.41682351,.49350503
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.41839617,.46377859,.44189036,.4880428,.54209787,.59518445,.6121015,.6007148,.62905508,.61662996
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Denver-Aurora-Lakewood, CO",19740,.59818965,.56857836,.56525207,.57527739,.58002317,.60948044,.61016995,.59275836,.57681656,.55522776
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Des Moines-West Des Moines, IA",19780,.6238215,.56333691,.5206899,.53389162,.57900602,.55898136,.47373012,.50009829,.57083374,.544882
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Detroit-Warren-Dearborn, MI",19820,.37976927,.40107083,.44174793,.47843975,.48336527,.49283829,.47509676,.4627727,.44854176,.43980935
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"El Paso, TX",21340,.78772843,.75626689,.75523978,.73171914,.71863401,.72020763,.72036886,.69523942,.66693807,.64117193
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Fresno, CA",23420,.7217195,.71096957,.707376,.73157614,.73763782,.74091733,.76506805,.78953701,.76696688,.75001848
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Grand Rapids-Wyoming, MI",24340,.57620645,.56860435,.57392353,.59397835,.56430268,.55008042,.60187161,.67213655,.66519839,.54326522
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Greensboro-High Point, NC",24660,.72635478,.67825639,.68683404,.68831819,.68130845,.67898256,.69479072,.68428534,.68784833,.67055333
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Greenville-Anderson-Mauldin, SC",24860,.42610338,.49712965,.64552963,.6676895,.65177786,.59744924,.53915888,.6225704,.67842859,.64163685
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Harrisburg-Carlisle, PA",25420,.34405315,.40559441,.33129492,.3436245,.44604465,.44970182,.48699594,.47697946,.44292322,.31016663
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Hartford-West Hartford-East Hartford, CT",25540,.24572977,.28188187,.31226104,.30497593,.32849824,.33066487,.31623563,.34681275,.35850096,.29379156
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Houston-The Woodlands-Sugar Land, TX",26420,.62571251,.60064363,.58200145,.58311421,.59880632,.61368537,.6094116,.5891549,.57981855,.5685913
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Indianapolis-Carmel-Anderson, IN",26900,.50369996,.49547511,.51892895,.56684852,.59028977,.58858377,.55593812,.58894986,.63051414,.59608048
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Jackson, MS",27140,.48061091,-97,-97,.4711653,.41888651,-97,-97,.41291228,.43878254,.49007073
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Jacksonville, FL",27260,.3511287,.3423273,.35404506,.3462756,.35660553,.38917306,.39747381,.38284022,.38687328,.37447032
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Kansas City, MO-KS",28140,.48891157,.5011102,.51764393,.5455696,.54906762,.56782079,.56161803,.56863111,.58019722,.52943063
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Knoxville, TN",28940,.47671396,.57398075,.46688551,.49070767,.52670407,.47845533,.53707105,.56057519,.62825263,.66276228
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Lakeland-Winter Haven, FL",29460,.61155796,.63564867,.6961937,.63068163,.66569084,.70511395,.66399109,.67953193,.69627321,.73770988
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Las Vegas-Henderson-Paradise, NV",29820,.48292032,.45887268,.49118161,.5230751,.52984142,.57358181,.60134023,.58777064,.57350957,.56347859
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Little Rock-North Little Rock-Conway, AR",30780,.44205311,.39310706,.44528154,.49689972,.58529013,.51027542,.45144665,.54414088,.61532634,.59746844
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.55562258,.53596234,.53146935,.53736311,.55871367,.58390391,.5813539,.57333636,.57914013,.56650454
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Louisville/Jefferson County, KY-IN",31140,.52116734,.51000118,.38174871,.38100907,.52882123,.54269117,.59172189,.61534369,.51917738,.52110678
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Madison, WI",31540,.37028879,.36113372,.37823349,.40749541,.44067949,.47997743,.54975307,.67230046,.63556188,.54546613
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"McAllen-Edinburg-Mission, TX",32580,.84525859,.83429652,.80731291,.79205167,.80055285,.78706902,.78180206,.81052923,.82667965,.80306286
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Memphis, TN-MS-AR",32820,.5431549,.58449376,.6127702,.62646705,.64564669,.60852754,.59794444,.65955889,.68403,.65367967
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.4478713,.43573248,.43490341,.46193907,.49551314,.52684373,.54739571,.53170526,.51430845,.51516497
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Milwaukee-Waukesha-West Allis, WI",33340,.5623365,.55817127,.52568525,.48549658,.5412581,.54408562,.51545942,.54316539,.54949021,.50204664
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.48847085,.5307858,.52175629,.50642753,.53746307,.53410745,.51298136,.51030791,.50219387,.49283436
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.55912584,.54316127,.59753597,.61973101,.61330342,.63492233,.630642,.66294259,.64850861,.60886574
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"New Haven-Milford, CT",35300,.3513315,.31943825,.29025692,.35359511,.36860093,.33601412,.36095724,.39759859,.43832466,.43505472
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"New Orleans-Metairie, LA",35380,.4830392,.58027935,.5492059,.48020175,.47790247,.49902299,.50030458,.55586255,.58112198,.59012163
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.42757186,.42768186,.42006198,.42220867,.43922204,.45552582,.46719229,.46778354,.45989513,.45525751
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"North Port-Sarasota-Bradenton, FL",35840,.53387725,.5310359,.51067984,.56285173,.58371514,.59823859,.61338443,.63204587,.64017504,.59461653
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Ogden-Clearfield, UT",36260,.62743264,.50792831,.48337522,.56145638,.58641309,.69132096,.73298275,.60485423,.5138486,.54190016
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Oklahoma City, OK",36420,.65986317,.63890254,.64560741,.64270025,.64359826,.62231493,.63867718,.69609839,.69499737,.64346063
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Omaha-Council Bluffs, NE-IA",36540,.53585827,.50908595,.55447274,.66763085,.66423047,.65793705,.72113031,.69561422,.62528712,.62766445
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Orlando-Kissimmee-Sanford, FL",36740,.46033657,.46717411,.48068917,.4924618,.50970817,.52591789,.54770607,.57889044,.5887965,.55853677
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.49052781,.48605162,.4509533,.43539807,.50005132,.53182542,.53743809,.54979044,.55393082,.53153509
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Palm Bay-Melbourne-Titusville, FL",37340,.32582778,.22109252,.35558045,.48192695,.48161155,.40519765,.40617672,.43889126,.50953764,.57832587
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.39236376,.37065673,.35590887,.35692829,.37714323,.4042154,.43921918,.44757688,.42231637,.41733986
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.64178222,.63711315,.62981278,.62703454,.65160614,.68707466,.68538797,.67857796,.65365064,.61133164
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Pittsburgh, PA",38300,.22867435,.32842132,.30965769,.23382971,.2941874,.31026965,.35392576,.36164561,.30125311,.24075592
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.51870066,.5069623,.50234318,.52847874,.56201011,.56819022,.53616661,.52560043,.53450793,.50390345
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Providence-Warwick, RI-MA",39300,.46653965,.45238876,.41994822,.40423605,.47025433,.52435368,.50062537,.48993766,.50175917,.49012735
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Provo-Orem, UT",39340,.61640447,.58623338,.54840875,.52108312,.56316507,.6090095,.57997102,.5419029,.52483308,.50833899
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Raleigh, NC",39580,.45770946,.4982729,.50726098,.55176812,.56391144,.53881013,.54966545,.53790462,.5924204,.56290001
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Richmond, VA",40060,.40733725,.32997891,.35945833,.42582974,.40980807,.43505967,.46516842,.44851869,.4496237,.39622593
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Riverside-San Bernardino-Ontario, CA",40140,.53763711,.51831579,.52045852,.55780721,.59771705,.61214423,.61118627,.61365676,.59418321,.58537894
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Rochester, NY",40380,.46052665,.41722801,.42227766,.40253434,.42141879,.50740635,.47910908,.45125237,.40613449,.37208545
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.49474189,.48419651,.49634439,.51449859,.52251482,.56529725,.60346603,.5618853,.52371132,.50842172
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"St. Louis, MO-IL",41180,.36540654,.38069436,.3723098,.37872961,.38687673,.44163996,.42649516,.36550236,.39114565,.39091042
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Salt Lake City, UT",41620,.60285538,.58526623,.55335349,.55385816,.61140364,.64804482,.63398188,.62152439,.5984357,.59807903
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"San Antonio-New Braunfels, TX",41700,.65550226,.63443494,.59663177,.5941385,.59485459,.60331661,.61565447,.60113078,.57903385,.56313133
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"San Diego-Carlsbad, CA",41740,.51135641,.48141545,.47414821,.49270946,.51371747,.54846543,.55202585,.53866625,.51619595,.48658091
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"San Francisco-Oakland-Hayward, CA",41860,.33608487,.32925165,.32392123,.3280873,.34341869,.36406478,.37940934,.36823058,.35093164,.33934161
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.31152144,.30018002,.28790826,.29409224,.31281021,.32325551,.32805181,.33395389,.28899962,.25207144
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.50542712,.43612513,.53326809,.58258545,.65666854,.6445201,.62802637,.72697151,.69006574,.65943205
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Seattle-Tacoma-Bellevue, WA",42660,.41043216,.39280531,.37029612,.37384933,.41939384,.42196262,.40769058,.41021517,.41166785,.39585239
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Spokane-Spokane Valley, WA",44060,.62926221,.5893662,.52358997,.56891632,.54585463,.55600697,.59681314,.57996273,.5646165,.60269654
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Springfield, MA",44140,.4139303,.4602741,.46385109,.49786723,.53862226,.50201714,.51483762,.5573982,.48769766,.45742661
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Stockton-Lodi, CA",44700,.52171987,.55042326,.57587308,.53868514,.58934104,.65476215,.64757609,.64355326,.63835311,.62203181
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Syracuse, NY",45060,.46135592,.46699223,.42719415,.42348588,.41086513,.42041767,.42360356,.44256067,.52928519,.52505302
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.45422804,.45672384,.45862889,.46013519,.47782341,.49348772,.52732825,.52906024,.50279111,.50680459
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Toledo, OH",45780,.38583276,.34491047,.27648714,.39630878,.50398487,.48445517,.48572928,.51152319,.54551566,.50677311
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Tucson, AZ",46060,.61879992,.62129229,.63472897,.65813816,.67139876,.67461121,.67720127,.64159536,.6191889,.63948071
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Tulsa, OK",46140,.60128796,.55149305,.56668609,.59734142,.60366678,.64993465,.68102443,.63041013,.58242738,.59797132
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Urban Honolulu, HI",46520,.36436522,.34119213,.30581903,.27879754,.27829131,.29455084,.29587027,.29902831,.30021659,.29227427
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.28248808,.30556476,.29897329,.30462596,.31629127,.32571658,.39617741,.42065629,.37887233,.35955378
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.28483406,.27431768,.27570805,.2917881,.31752926,.3396441,.3357217,.33464441,.34124535,.33911765
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Wichita, KS",48620,.51970917,.56384414,.55102265,.51996225,.58584273,.70461464,.74409962,.71465886,.66303885,.58415157
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Winston-Salem, NC",49180,.63475549,.68766958,.77302319,.75762188,.71637225,.71683365,.7713272,.75940275,.74120325,.76332468
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Worcester, MA-CT",49340,.30705351,.31878585,.34898412,.35864353,.33230379,.36007893,.37487122,.40117374,.42123681,.35933656
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.19258352,-97,-97,-97,-97,-97,-97
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Akron, OH",10420,.32897931,.26851851,.24144778,.31714141,.33028027,.36766779,.32826167,.19938967,.18312241,.20230922
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Albany-Schenectady-Troy, NY",10580,.20290242,.18006106,.1842014,.22806463,.32927769,.35008585,.30996591,.2972984,.29174936,.26270196
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Albuquerque, NM",10740,.53803688,.54351437,.51851213,.52316868,.54696095,.59386772,.58775538,.53031486,.53845823,.56236172
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.38029933,.3578006,.30618355,.3168852,.29720953,.31412664,.31768522,.33250526,.35600343,.34793222
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.38527828,.41019028,.44167757,.4605855,.45840329,.45990065,.48480797,.50251132,.49537012,.47385794
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Augusta-Richmond County, GA-SC",12260,.27564022,.36860743,.46067056,.36451069,.28378621,.45700672,.46744686,.42404237,.49902102,.50379133
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Austin-Round Rock, TX",12420,.45857328,.46204686,.48155633,.54261839,.55758452,.53616685,.50399953,.459856,.48653331,.49933815
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Bakersfield, CA",12540,.61005944,.59737217,.53401154,.54588789,.56151664,.57785589,.58677006,.56500268,.58699113,.62367088
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Baltimore-Columbia-Towson, MD",12580,.19669807,.21104601,.2056127,.24987163,.25753021,.24674685,.26403666,.28592041,.30363366,.28386959
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Baton Rouge, LA",12940,.47073013,.35089687,.31843698,.38379082,.33576202,.3449454,.39126846,.35066602,.30020049,.32965219
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Birmingham-Hoover, AL",13820,.41328216,.40146583,.45694709,.49972877,.54567909,.51253271,.49098068,.58819973,.62231249,.57993251
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Boise City, ID",14260,.58514696,.5425579,.48217982,.50085288,.50802696,.50378352,.49682361,.46921912,.49777654,.51235753
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Boston-Cambridge-Newton, MA-NH",14460,.26248649,.25634837,.2544609,.24328719,.25113127,.26757985,.27452025,.26854926,.27128661,.2897273
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Bridgeport-Stamford-Norwalk, CT",14860,.20504615,.1999443,.2438581,.28719327,.25920445,.26388574,.28350165,.29616037,.3005279,.27958027
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.2566762,.34075552,.43546888,.29146874,.34172443,.4284339,.37365347,.36913306,.40210068,.38486528
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Cape Coral-Fort Myers, FL",15980,.48185006,.46098071,.46360317,.4901315,.48753622,.53685427,.61225176,.51799583,.51732928,.51954836
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Charleston-North Charleston, SC",16700,.424261,.38259161,.39811671,.46695957,.46961793,.52070123,.5489589,.48397735,.45743954,.473052
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.50047547,.49799916,.47715771,.45947608,.48822996,.54667974,.54749376,.52257657,.49267849,.49639782
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Chattanooga, TN-GA",16860,.43052503,.34080446,.34734014,.42387712,.4182997,.35937503,.48387244,.63758606,.52662688,.56765556
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.40831995,.4155784,.41428497,.42963311,.44038394,.44879094,.46075639,.45619783,.45137018,.43654013
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Cincinnati, OH-KY-IN",17140,.3053849,.35011446,.29926091,.27740398,.29868078,.28131762,.25066656,.33473977,.33545583,.30690849
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Cleveland-Elyria, OH",17460,.29426584,.30158246,.27212891,.29787731,.36793685,.3695893,.36810893,.3383615,.30796179,.33906662
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Colorado Springs, CO",17820,.32901812,.34624428,.34695199,.3532002,.40288806,.47898623,.41575462,.37509078,.39600593,.41908583
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Columbia, SC",17900,.31351015,.39732978,.40028319,.38301373,.44040832,.37783039,.32314906,.47131604,.56452799,.50029266
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Columbus, OH",18140,.34802687,.40411696,.38978535,.35218266,.35205886,.34629992,.43037888,.46456337,.45002714,.42174223
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Dallas-Fort Worth-Arlington, TX",19100,.56477505,.57162714,.57598788,.56382,.55560356,.57615435,.57204902,.55661744,.55852991,.55030304
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Dayton, OH",19380,.2004194,.20150055,.15786386,.1344146,.27506223,.39098942,.36014742,.20797046,.23455527,.35042799
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.30783007,.33585781,.33534339,.38427031,.45136079,.51958096,.4854036,.46059892,.53627461,.55788642
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Denver-Aurora-Lakewood, CO",19740,.5205934,.49911329,.49693868,.49883097,.49219382,.51936585,.5277307,.50956422,.48783526,.48206091
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Des Moines-West Des Moines, IA",19780,.53077817,.45113206,.45621687,.49671274,.53261405,.48020336,.4082531,.37102038,.41370514,.45825514
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Detroit-Warren-Dearborn, MI",19820,.28031456,.30318308,.33743796,.347734,.3395251,.3309325,.32373303,.34010112,.34403172,.36461309
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"El Paso, TX",21340,.59078425,.58180666,.60916215,.61028641,.57086772,.57557893,.56515062,.53418529,.53214884,.50954753
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Fresno, CA",23420,.52780485,.54228663,.57248288,.58438247,.56784022,.576069,.58703262,.59158212,.60114008,.62267667
